datetime,open,high,low,close,volume,total_turnover,open_interest
2020-01-02 09:05:00,16365.0,16460.0,16365.0,16445.0,11955.0,1557781400.0,222420.0
2020-01-02 09:10:00,16450.0,16505.0,16440.0,16495.0,9070.0,1186400650.0,223467.0
2020-01-02 09:15:00,16490.0,16515.0,16465.0,16500.0,9704.0,1271831500.0000005,223787.0
2020-01-02 09:20:00,16505.0,16520.0,16485.0,16490.0,6951.0,911751449.9999995,223840.0
2020-01-02 09:25:00,16485.0,16495.0,16465.0,16470.0,5053.0,661548350.0,223592.0
2020-01-02 09:30:00,16475.0,16500.0,16470.0,16495.0,3351.0,439008200.0,223795.0
2020-01-02 09:35:00,16495.0,16495.0,16470.0,16480.0,2247.0,294294200.0,223710.0
2020-01-02 09:40:00,16475.0,16485.0,16465.0,16485.0,1797.0,235224700.00000095,223623.0
2020-01-02 09:45:00,16480.0,16495.0,16475.0,16485.0,1101.0,144242299.99999905,223798.0
2020-01-02 09:50:00,16490.0,16495.0,16475.0,16495.0,1875.0,245609000.0,224207.0
2020-01-02 09:55:00,16495.0,16500.0,16485.0,16495.0,1699.0,222700450.0,224495.0
2020-01-02 10:00:00,16495.0,16495.0,16465.0,16470.0,2717.0,355665450.0,224656.0
2020-01-02 10:05:00,16470.0,16500.0,16470.0,16495.0,2594.0,339901950.0,224520.0
2020-01-02 10:10:00,16495.0,16495.0,16475.0,16480.0,1206.0,157976450.0,224437.0
2020-01-02 10:15:00,16480.0,16495.0,16475.0,16490.0,1393.0,182495700.0,224263.0
2020-01-02 10:35:00,16495.0,16505.0,16490.0,16505.0,2952.0,387067250.0,224496.0
2020-01-02 10:40:00,16505.0,16530.0,16500.0,16525.0,5693.0,747534900.0,226133.0
2020-01-02 10:45:00,16525.0,16535.0,16505.0,16505.0,4336.0,569717850.0,226481.0
2020-01-02 10:50:00,16505.0,16510.0,16475.0,16495.0,5757.0,754463600.0,225124.0
2020-01-02 10:55:00,16495.0,16495.0,16440.0,16460.0,7397.0,967245050.0,223807.0
2020-01-02 11:00:00,16455.0,16470.0,16440.0,16465.0,4813.0,629093400.0,223294.0
2020-01-02 11:05:00,16465.0,16470.0,16430.0,16435.0,4448.0,580899200.0,222722.0
2020-01-02 11:10:00,16435.0,16435.0,16410.0,16420.0,6445.0,840092650.0,222310.0
2020-01-02 11:15:00,16420.0,16425.0,16405.0,16415.0,4220.0,549843200.0,222005.0
2020-01-02 11:20:00,16415.0,16420.0,16345.0,16360.0,9638.0,1252842750.0,220943.0
2020-01-02 11:25:00,16365.0,16380.0,16350.0,16370.0,5986.0,777089450.0000019,220876.0
2020-01-02 11:30:00,16370.0,16380.0,16305.0,16310.0,8859.0,1147532499.999998,220691.0
2020-01-02 13:35:00,16310.0,16330.0,16305.0,16325.0,6081.0,786497350.0,220931.0
2020-01-02 13:40:00,16325.0,16335.0,16315.0,16330.0,3492.0,451882900.0,221275.0
2020-01-02 13:45:00,16330.0,16335.0,16320.0,16330.0,2100.0,271759650.0,221264.0
2020-01-02 13:50:00,16325.0,16335.0,16325.0,16335.0,1414.0,183028650.0,221144.0
2020-01-02 13:55:00,16335.0,16335.0,16310.0,16315.0,3299.0,426869700.0,221632.0
2020-01-02 14:00:00,16310.0,16315.0,16250.0,16275.0,16080.0,2073175450.0,221141.0
2020-01-02 14:05:00,16275.0,16285.0,16215.0,16225.0,14615.0,1879057350.0,221562.0
2020-01-02 14:10:00,16225.0,16245.0,16220.0,16240.0,6603.0,848390100.0,221344.0
